pool_id,chain,symbol,project,stablecoin,count
a9001ae6-9fd5-4705-a24d-8da5f44db62a,Optimism,BEVELO,beefy,False,209
172528ff-49c0-4410-9954-ef4d11179b76,Ethereum,DYFI-ETH,convex-finance,False,358
a4a1ac9c-32d6-4807-901d-392f425b1f1c,Ethereum,SDYFI,yearn-finance,False,158
30707582-5f34-4c21-851d-2d640aa2f4e7,Polygon,USDT-MUD,uniswap-v3,False,345
1090afd0-cc9f-457f-9642-25e22e3458f7,Ethereum,CRVUSDLEVERAGE,stakedao,False,107
f2aaa184-1141-41cd-bdf0-5c8a946fa5b0,Ethereum,EZETH-WETH,uniswap-v3,False,15
e5a65d54-9b4a-4aa1-9a27-d3d3fbc41f57,Ethereum,HANA-WETH,uniswap-v2,False,42
edcd0773-dec3-4ed6-8fbb-c4c7d7b79f07,Arbitrum,WSTETH,dolomite,False,452
0187ec19-16b1-499f-8c6b-6584fb6022ae,Arbitrum,USDC-DAI-USDT-USDC,balancer-v2,True,22
8d89b481-a21c-4481-b2a8-b6cf8b59b09e,Base,CBETH,compound-v3,False,399
e4eb97f1-ec30-4074-b9b9-a75f6e40b2ec,Hydra,LYDRA-USDC,hydradex-v3,False,322
7a8cd32e-2402-470a-8585-97c4e643bdd5,Ethereum,WSTETH,dforce,False,519
984060e3-12c9-4b9d-ad48-2148d2c084a6,Ethereum,ICHI-WBTC,uniswap-v3,False,688
b5deba9d-fab9-40e2-901b-f8d1ae9f2915,Ethereum,$MAID-WETH,sushiswap,False,951
22235924-b989-4907-8cf0-ee2166fb77c7,Persistence,STKXPRT-XPRT,persistence-dex,False,180
1fa43db7-f628-4bc4-8686-265cb5823465,Ethereum,AAVE,makerdao,False,737
10441723-9e30-459b-af72-ca4844524211,Ton,HYDRA-TON,dedust,False,142
e4b90134-a97e-4507-9e83-a96449993893,Ethereum,PEPU-WETH,uniswap-v2,False,78
d05a8636-5265-4c21-a28a-c868531a3e49,Ethereum,BGB-WETH,uniswap-v3,False,307
c480e171-174a-42cc-9d2a-efa3c3cd4f9a,Optimism,WETH-USDT,uniswap-v3,False,818
7c4ad6b8-4e32-4831-bc2d-55ee9a497e52,ICP,EXE-ICP,icpswap,False,44
f90fd2d9-bf4a-4839-babb-563c19886ace,Ethereum,WRAP-WETH,uniswap-v2,False,125
f73c0609-f398-4864-a1ae-10d7b72466cd,Ethereum,TAONU-WETH,uniswap-v2,False,273
517cabea-d8ec-4fab-954a-31940a3104da,Ethereum,STETH,pods-yield,False,462
ff0c55ba-9e2d-4ea6-bc74-ce78b35c37f0,Arbitrum,APE-WETH,camelot-v3,False,17
6c1e5299-e31f-479e-b6f6-001d471d8918,Ethereum,KABOSU-WETH,uniswap-v3,False,50
bc1af4e9-4fb5-4c61-a589-2846680a83ba,Ethereum,FRAX-USDC,uniswap-v3,True,878
78599397-ade5-4f09-9957-67e2c28a948d,Hedera,HST-HBAR,saucerswap,False,702
8b00b03b-641a-43b3-a8ec-4113bca456b2,Ethereum,BAT-WETH,uniswap-v3,False,945
16f1e582-6b2e-47f9-b31b-06d090194931,Arbitrum,CRVUSD-USDT,curve-dex,False,152
34b4a62f-366a-48f9-9423-cf11e38ca5ea,Ethereum,ASTX-WETH,uniswap-v3,False,55
d619dfa3-a756-4e16-beae-830d9c473989,Arbitrum,WETH-USDC,gammaswap,False,211
9c83e570-2a79-496d-8c70-d54bf623a40d,Base,WELS-PEGG,aerodrome-v1,False,51
d3f29f83-89f1-491f-94d5-018277e1622e,Ethereum,XETH-ETH,concentrator,False,404
a05552fe-3a39-472d-bbcd-a9ad10c543c1,Cardano,ADA-FACT,minswap,False,119
ef0449a5-a176-4963-b92f-fbdf85b154a8,Solana,SOL-USDC,kamino-liquidity,False,337
14f646be-593b-43b4-9526-34d25d217867,Ethereum,DRIP-WETH,uniswap-v2,False,90
8f4fc624-2054-4573-a75d-31b600319a03,Ethereum,STTAO-WETH,uniswap-v3,False,132
99306789-b083-4668-86da-4cedb1c9bfef,Solana,JLP-USDC,orca,False,134
c408c15c-930c-40d5-9326-3d17c47d0597,Base,WETH-JADE,aerodrome-v1,False,200
8aab33b6-aa4e-4aaa-80b9-2e28bff4fc4e,Arbitrum,STATAARBUSDCN-GYD,aura,True,108
a21b0ae1-157e-4450-af33-1509d693cec4,Ethereum,QETH,tranchess-ether,False,508
ed5e73c9-3730-4a0a-8220-bc92842fe2e7,BSC,IBALPACA,alpaca-leveraged-yield-farming,False,904
92a270f5-1365-40e9-8ff3-c476836b80ca,Linea,WETH,clip-finance,False,64
2b53e332-3ad2-4307-bc32-54ed412c1652,Ethereum,MEME-WETH,uniswap-v3,False,363
a373ecb6-87b2-4f4d-b245-8c175b20b807,Ethereum,AUTOETH,beefy,False,11
ff26e66e-61ab-45c4-8df2-0506028919a5,Ethereum,USDC-BLND,uniswap-v3,False,662
3198a62f-bfa5-4693-9fba-458a81839b58,Solana,SHDW,francium,False,794
7567c85c-7e3b-4e59-b1b2-3b537eeb54d2,Ethereum,DOBO-WETH,uniswap-v2,False,412
50224a28-5a6c-489c-b72e-16df397a9fd2,Optimism,ETH-WSTETH,curve-dex,False,719
ba9b7985-8e1d-42ea-bd3a-1fa100813dcc,Ethereum,FIDU-USDC,curve-dex,False,833
bea520ed-e7e2-4d7a-bee2-ab5739a456c4,Base,TBTC-USDC,aerodrome-v1,False,274
089e31b2-98b8-47a8-a2a3-3f3cdec53bfb,Arbitrum,USDC,harvest-finance,True,310
2aef7e76-432a-4142-94c9-93130f0158fe,Arbitrum,MIM-USDT,beefy,True,69
2a404421-2878-4cf2-970f-0c1c105be060,Ethereum,POPCAT-WETH,uniswap-v2,False,13
b695575f-a002-4b3b-9901-a4c4dc53c464,Sui,WUSDC-WBTC,cetus-amm,False,289
d1816b5b-a252-474c-9da9-f61a16613dc2,Solana,SOL-MOTHER,orca,False,157
0267fb51-0b4e-4faf-9302-6a3be72adc10,Sui,DMND-SUI,cetus-amm,False,28
cf95308c-8b46-4bd4-a27d-2830a331625f,Solana,SOL-RENDER,kamino-liquidity,False,337
bd4ca6b3-a217-4d9c-9d3f-1adb9657631c,Ethereum,BLAND-WETH,uniswap-v2,False,2
819b65f8-bce3-4696-8016-a0fc4703890f,Ethereum,BDAG-WETH,uniswap-v2,False,155
fe3ba2c3-b861-402b-a4ac-1b7f9e3d1969,Base,AERO-WETH,beefy,False,301
863107f6-31ae-48b3-904d-7da76512758b,Optimism,WETH-HAN,uniswap-v3,False,622
6f676d26-7a4e-4634-a383-d8f42b8f3cd0,Arbitrum,WETH-USDT,merkl,False,343
18f607ad-5a86-4caf-b585-b5af417faf3e,Arbitrum,WETH-USDT,camelot-v3,False,453
7b8bbcfe-ab4b-45ef-8179-f14e90f3dda5,Neo,FLM-FUSD,flamingo-finance,False,487
f66ff055-a126-4087-b368-7082eae8cf06,Ethereum,PAPI-WETH,uniswap-v2,False,483
ad1d60f9-acde-4e75-ae15-50aa0315fd00,Arbitrum,NEXT-WETH,uniswap-v3,False,355
7836e364-cfc9-40de-a728-ba782580bb74,Ethereum,USDC-SWEAT,uniswap-v3,False,755
4e7447e7-3de8-4034-8182-0de482941ce5,Ethereum,RICE-WETH,uniswap-v2,False,246
1c3a65a7-4eea-4665-ae11-a2047218a904,Ethereum,WETH-$ROAR,uniswap-v2,False,110
9650b37d-b250-4b25-ba63-0a5d599e2fc7,Optimism,USDC-SUSD,beefy,True,237
3238ba78-659f-43e9-bc5f-d90b2ecf73fe,Ethereum,FPPPG-WETH,uniswap-v3,False,117
6595a5b8-9900-4225-8237-ba63b0d226c6,Ethereum,MKUSD-USDE,curve-dex,True,285
292673f0-42de-4073-b128-1382a4d19e25,Arbitrum,LAVA-WETH,uniswap-v3,False,98
49a862be-2614-4897-94b2-44aeb0450466,Ethereum,WETH-KISHIMOTO,uniswap-v2,False,940
39769045-075a-45b9-b7de-0dde5feee0a8,Optimism,USDC-AGEUR,uniswap-v3,True,477
722bc7fb-cc96-4e5e-9c70-3dccfca653ec,Osmosis,INJ,mars-protocol,False,62
ee5c4e0e-8eab-4cec-a983-656710c5b7d8,Kujira,USK,ghost,True,354
419591a2-2cda-4c7a-889e-07cf2e53b4b6,Ethereum,CRV-YCRV,stakedao,False,106
92e698f6-7606-4b08-af6e-46d6a03c7d20,Solana,21BTC-JITOSOL,kamino-liquidity,False,39
e94b372b-b29f-4be0-bc8f-674b5412519e,Defichain,FB-DUSD,defichain-dex,False,852
be0bacdf-ac3c-4ef2-898a-0ecd57016169,Ethereum,WETH-PUSH,uniswap-v2,False,940
086eab68-32b4-431a-a8b3-23f5333aaf95,Fantom,MAI-FUSDT-USDC,curve-dex,False,833
00606772-47c7-4c5e-b161-7ccd9393d0e9,Ethereum,DAI-POHM,uniswap-v2,False,281
934d9809-d80b-400f-9955-1d12b69db33f,Ethereum,WQUIL-USDC,uniswap-v3,False,173
519e5c78-a4db-4c04-843d-b090580f025a,Ethereum,KPSATS-3-ENA,uniswap-v3,False,45
9392ee74-59a4-4610-8cf3-b83a23b49373,Solana,IO-USDC,orca,False,2
d5745a01-78c3-4d3c-9c2b-67a3aefab01e,Ethereum,WASSIE-WETH,uniswap-v2,False,370
5576aead-6501-409f-a6e1-659b1e934449,Solana,SCS-SOL,orca,False,543
65693b6b-d3f7-468a-8e32-9855f8b0bbc4,Ethereum,RSR-WETH,uniswap-v2,False,896
247150e5-6e30-4c32-9c58-bf45ef62dd8f,Ethereum,USDC-NCR,uniswap-v3,False,969
dce475db-88bc-4174-a436-a942cc174892,Tron,WBTT,justlend,False,851
24dd90dc-1c9e-4105-b914-e071ba044248,Base,DOLA-USDBC,extra-finance,True,378
239bfcbc-f3fe-42b5-ac0c-5ac217c12b92,Ethereum,WETH-PT404,uniswap-v3,False,258
0a754f36-9f9e-4a38-9b0e-709baaa9c8dc,Optimism,USDC-USDC,uniswap-v3,True,321
ded5a210-d0f3-4c36-9d83-fb890d88eae0,Ethereum,USDC,clearpool-lending,True,590
ddafe2fb-757a-45dd-87b5-a2c42dc9e093,Arbitrum,USDC,vela-exchange,True,424
ee7e9a90-b248-486f-9032-d96bb98aa14e,Arbitrum,GHO,vela-exchange,True,61
07e51d25-48db-4c3e-a05c-b10e837ef4d5,Ethereum,USDC-STABLEX,uniswap-v2,False,898
71c481f9-12b0-4430-ad0f-04ebbac1321a,Ethereum,VOLT-WETH,uniswap-v2,False,937
cb3f4905-5578-4a9a-b9c5-0385127e9627,Polygon,FXS-FRAX,frax,False,737
1bed3efe-8b75-4014-beab-c7371fce87a3,Ethereum,LINU-WETH,uniswap-v2,False,705
c95819db-e510-4582-83ea-a6f3e68d5e77,Ethereum,WETH-BDP,uniswap-v2,False,914
b199b0a2-0f50-47e3-b593-317da51ea56d,Ethereum,GZLR-WETH,uniswap-v2,False,940
237745c8-9727-4948-b0ad-d43de85170c5,Arbitrum,CRVUSD-WBTC,curve-llamalend,False,146
2d5e1032-86d4-4ca3-a4be-ff5b933282ba,Arbitrum,WSTETH,dforce,False,687
d58289be-64ac-48d6-bb94-39e5f3cc87a0,Polygon,MAI-USDCE,beefy,False,146
51671e93-cdf9-4e98-8fba-5b8f2139bebb,Ethereum,WAT-WETH,uniswap-v2,False,136
1f3942f4-9386-43a4-875a-e6c13a453d20,BSC,SOL-WBNB,uniswap-v3,False,279
b078877c-2707-4524-9038-de3befd28a82,Algorand,GOETH,folks-finance-lending,False,543
28558b7f-8f52-4e57-81b8-9525dbd10aaf,Avalanche,FXS-FRAX,frax,False,719
e356d5c7-217c-49c8-a024-2353768c95a4,Ethereum,ZUNETH-PXETH,curve-dex,False,90
aff7d818-b5cc-4556-a5fc-6862c348acd8,Polygon,KTC-USDT,uniswap-v3,False,50
ab67aa8e-7c27-4a54-9bda-6ea124e16d48,Ethereum,OLAS-USDC,uniswap-v3,False,160
5e21af2b-68d0-4cf5-b8ce-ce65eda37c03,Ethereum,ALPHA-WETH,sushiswap,False,981
9541bf23-a9bd-4cd7-a47a-7ace0f9ca922,Ethereum,CBETH-WETH,uniswap-v3,False,139
5bfa568b-f778-40e5-8a45-dc4ea302f901,BSC,WBETH,kinza-finance,False,249
fdec57ba-c997-4e12-8e96-c4a3933b48ad,Linea,ETH-WBTC,beefy,False,209
e7108c69-d897-49c0-b82c-cfab95ff5ae3,Flare,USDT-WFLR,blazeswap,False,57
dfcac92e-5223-4d78-893f-3a24de203ab4,Ethereum,BANKETH-WETH,uniswap-v2,False,896
7b918cdb-6a9a-4667-aa07-4883124e3385,Ethereum,CRVUSD-SFRAX,curve-llamalend,False,124
593fc6f2-54fb-4e9f-9780-3edca4f08117,Ethereum,GEMS-WETH,uniswap-v3,False,81
3a57b8d3-dbc2-48ce-95b9-74f420314023,Ethereum,WETH-ROOT,uniswap-v2,False,896
745dd5bb-2696-48f3-8ce4-9fa3fdf8f13b,Ethereum,WSTETH-WETH,balancer-v2,False,409
f49054c1-db33-405e-bf03-ddaa47a9e207,Solana,MYRS-USDC,orca,False,34
75050746-ce60-4acb-836f-12304cb2bb15,Polygon,TETU-USDC,tetu-earn,False,672
de199564-c04d-4a4f-b5a9-b79b748bfd2b,Base,WETH-USDBC,pancakeswap-amm-v3,False,15
61152a5b-9830-4d6e-a2d4-cf420b0ac6f5,Blast,MACHI,alien-finance,False,34
9df5043c-ec4a-4362-b1c4-e7e3137d8645,Ethereum,ETH,instadapp-lite,False,848
6cf024b8-5a63-41ed-9f30-fadf6178c053,Arbitrum,WSTETH-ETHX,balancer-v2,False,21
9d505a48-01a7-4a84-bdca-1302ff118a28,Osmosis,TIA-OSMO,osmosis-dex,False,370
00071aa2-b104-4680-aeff-6908cdf2a4df,Ethereum,WEL-WETH,uniswap-v3,False,13
7e2ca610-413f-4aae-bc07-063cfeca1f18,Ethereum,WEE-WETH,uniswap-v2,False,1
d50e098a-d828-49e4-b65a-d27548478d97,Ethereum,CRVLUSD,yearn-finance,False,536
4b8dab6a-a137-4f96-af4d-42f1874d35ef,Ethereum,USDC-WIGL,uniswap-v3,False,56
e41272e8-2da9-4441-9495-a1683d5967ca,Moonbeam,WETH,moonwell,False,666
20aa3b87-23d4-4b89-b48a-2db831806f98,Cardano,ADA-DJED,minswap,False,119
66ecbe0c-0a3f-4ea4-beb7-65cfaf94de8d,Ethereum,CHAT-WETH,uniswap-v2,False,296
41751b66-c350-4161-b0f5-9d67d975f0c4,Arbitrum,DMT-USDC,camelot-v3,False,499
94473b8f-8052-4490-aa8d-7df1024f2927,Polygon,USDT,compound-v3,True,121
c0fb66a8-50ea-4b32-ac83-53ae2f0b662f,Ethereum,THUSD-3CRV,convex-finance,True,150
c009e130-bc17-491d-a8fb-5d4c17b21991,Avalanche,COQ-WAVAX,joe-v2.1,False,121
dd672d9e-a377-45e0-ae07-07712a2d1351,Optimism,WSTETH-WEETH,velodrome-v2,False,94
525102bf-838d-43e7-ba32-5e084ddfd3c5,Defichain,BITI-DUSD,defichain-dex,False,610
5f582846-9f8a-485d-82bf-46085de397ab,Ethereum,YBAN-WETH,uniswap-v2,False,896
a56d3390-ab7d-4962-8c5f-1b57422b6980,Ethereum,WSTETH-WETH,aura,False,400
691aa5ae-f0e0-44eb-af3e-eebd734abfc6,Ethereum,DBUY-WETH,uniswap-v2,False,940
30339b96-be67-45e5-87cb-adcd91049803,Ethereum,ADAI-AUSDC-AUSDT,convex-finance,True,996
11c94295-5b61-4d28-8792-79464de3c68a,Arbitrum,DAI,hop-protocol,True,821
a1c49c09-da6d-48be-b946-1b0ba8cb042c,Ethereum,QF-WETH,uniswap-v2,False,132
110b9eb4-3dff-4f4b-8d4c-2cb096202b00,Fantom,WFTM,abracadabra-spell,False,513
6e273883-9f52-41bd-8202-acd0bffb4f43,Ethereum,DEXM-WETH,uniswap-v2,False,896
a9ad62f0-695a-46cb-8da0-14117fc25e9e,Arbitrum,ETH-USDC,gmx-v2-perps,False,6
922cb147-f108-4e14-ab98-d741c2d7c1cc,Base,EURC-USDC,pancakeswap-amm-v3,True,15
c01553d8-9d03-4096-b785-6ed80b238bd3,Ethereum,SWETH,gravita-protocol,False,470
9692d1d2-1506-42ad-8ac6-f57538d9b84e,Ethereum,ORX-TITANX,uniswap-v3,False,20
f72f28f3-c5e2-4c0f-b8b9-63491c427df1,Arbitrum,FCTR-WETH,camelot-v3,False,338
36507bce-1947-4caf-a811-23d2fa42c8c1,Ethereum,NGL-WETH,uniswap-v3,False,210
dc9d502b-d8c6-4248-93e5-10b5c70976a9,Ethereum,SWFTC-WETH,uniswap-v3,False,243
8af1078e-e6b0-48ce-9bde-c57f9c2d874b,Ton,DMT-TON,dedust,False,93
f7bd8110-8b66-497a-bab2-e8496615d8e5,Ethereum,WETH-PLEB,uniswap-v3,False,42
db3563ad-4755-41c1-8ef6-ca3d5ecc0f61,Ethereum,PRDZ-WETH,uniswap-v2,False,896
b5c59e12-d22f-494b-987a-089dd97f5408,Ethereum,FLOAT-WETH,uniswap-v3,False,629
09da361f-c18d-424f-b43f-b91c977d5e7f,Arbitrum,APEUSD-DAI,camelot-v3,True,7
d0a97502-cd72-4016-968e-ecd860f62e41,Ethereum,USDC-WCFG,uniswap-v3,False,969
528755eb-2e81-4763-8f64-2ce495246fed,Ethereum,WETH-CHART,uniswap-v2,False,427
ea088fec-35d5-4e47-bec2-48bf78e94ba6,Ethereum,LIQLIT,liquis,False,393
d07783c3-bd68-4e38-927f-762fcb349dfc,Ethereum,DAI,vesper,True,902
9fa98c2a-f14f-4c8e-879d-1db256b02ad9,Sui,AWWW-SUI,cetus-amm,False,18
61df2813-c8b4-405c-82aa-430d2d1ffc99,Ethereum,HIGH-WETH,uniswap-v2,False,940
34a352a6-0684-4955-b27e-3fa2afcb17e7,Ethereum,SDAI-USDM,beefy,True,118
ad4376c0-e952-4d6e-abf5-9cf0f192736d,Ethereum,WETH,stream-finance,False,185
10deca51-b08f-44dc-b8c0-127778151535,Polygon,TETUBAL,tetu-earn,False,550
a8ae82ed-fd72-4c31-a150-6b14c0a0aca5,Ethereum,UWU-WETH,uniswap-v3,False,332
9fe9c7ec-e0a3-466f-8215-16720b735d07,Mantle,USDT,woofi-earn,True,12
7176e402-a43d-45b8-a812-5ccaceba2009,Arbitrum,ORDER-WETH,camelot-v3,False,53
37baf596-0342-4dbb-8874-62bcd75e7d02,Polygon,OKLAY-USDC,meshswap,False,828
3979f13c-92e0-42cb-aa69-476665a39d60,Defichain,GLD-DUSD,defichain-dex,False,852
ea61c460-f210-4188-890c-d9ea1c6e1a1b,Arbitrum,ORDER-WETH,merkl,False,50
af3a147a-e689-4a17-9490-530121653b8a,Manta,WETH-LAB.M,apertureswap,False,363
15802f03-83bf-498f-ae6a-6f0c14de6c6a,Solana,KMNO-JUPSOL,kamino-liquidity,False,168
bbd7450a-bef9-451a-9509-36b86a622b86,Arbitrum,USDC,stargate-v1,True,795
82981f33-6760-4d53-8f79-7ee602baa4b6,Neo,FLM-FWETH,flamingo-finance,False,598
44cae4d5-0848-4c16-bc48-b65d20e443bd,Avalanche,WETH.E,deltaprime,False,580
c30cb26f-2396-416d-adaa-050bb4b1946b,Arbitrum,FETH,notional-v3,False,53
58d627ed-2d0f-451a-a228-8751f151fd4c,Ethereum,HEX-WETH,uniswap-v2,False,896
bc9be526-8ab8-4e3f-8d1e-b495d015582d,Cronos,WCRO-TONIC,vvs-standard,False,832
832f57da-5d8c-41a3-8804-06ff5c46a943,Linea,FOXY-WETH,lynex-fusion,False,43
87ad7057-2a20-40e3-b21b-74dc6be22886,Solana,SOL-ALEPH,orca,False,58
4399e512-4ce8-44cd-97af-13fd893b9f71,Ethereum,RAI-FLX-RETH-WETH-RPL,balancer-v2,False,763
e190f048-0c35-4563-a5b9-2e3b0a044b2b,Mantle,FBTC,solv-funds,False,104
d896ce53-692b-4a88-98cb-1765c45868b9,Ton,GEMSTON-TON,ston.fi,False,93
aa6b78c6-b4e9-4b49-b674-5d0bf3c27c1b,BSC,DOGE-WBNB,pancakeswap-amm,False,850
97cb382d-8dc4-4e17-b0f6-b6b51994dbeb,Arbitrum,DPX-WETH,sushiswap,False,981
0789192a-47f4-4bd8-84b1-6c4dd2ec1c9f,Ethereum,0XL-WETH,uniswap-v2,False,372
9b5ca463-0b5b-4d54-a003-d1d33fde245a,Base,WETH-CBBTC,pancakeswap-amm-v3,False,15
eaa4aaa4-5548-4eba-8a58-5bb313c455d9,Ethereum,RSR-USDC,uniswap-v3,False,158
426cb628-48de-4d80-8023-f8db97c03709,BSC,FET-WBNB,uniswap-v3,False,363
b89f7768-5abf-4739-8ad3-23666dd313f0,Ethereum,SHRUB-WETH,uniswap-v2,False,2
52221cdb-5bf9-472a-86c1-52e781e1f2a1,Ethereum,ERC504-WETH,uniswap-v2,False,1
71e0a005-653b-41c9-b642-60ca06f83ff8,Base,USDC,kiloex,True,1
1f095238-7ce8-4621-8c10-e699fe5807e9,Ethereum,WETH-HETH,convex-finance,False,15
d3a65bbd-2cf8-4f74-aaaa-d417fe9ad886,BSC,LP-HAY,wombat-exchange,False,732
a5ce821e-b7f0-4a31-ac17-a4c156d8f07a,Ethereum,STKCVXCRV3CRYPTO-ABRA,abracadabra-spell,False,190
3a8d5c1a-ec00-4a29-aceb-3f96794f742d,Sui,W-SUI,cetus-amm,False,182
fab432f8-0031-4228-a2e0-7ca6faa886ee,Scroll,WSTETH,rho-markets,False,49
77166736-6f3f-48b3-adb9-1e98e9f638a5,zkSync Era,WBTC,zerolend,False,442
91c91bf5-a2a0-4bbb-acb2-2c2a3de0e7ca,Optimism,WSTETH-WETH,uniswap-v3,False,476
b2cb5941-606f-442a-b8ac-6f58fee7d39b,Persistence,ATOM-STKATOM,persistence-dex,False,314
be04b294-d73a-4a71-b533-f667f7471500,Ethereum,COIL-FRAXBP,curve-dex,False,573
e49bea90-c3ec-47e8-9258-a845437fc93c,Optimism,TBTC-WBTC,beefy,False,248
f48b1d78-57cc-4d14-bd6a-389087c80c8b,Ethereum,WETH-TITANX,uniswap-v3,False,55
5002794f-b07b-4e3a-99a3-46b8cd5878ab,Ethereum,HLX-TITANX,uniswap-v3,False,31
32ea461b-c003-40df-8272-ac44a2365747,Ethereum,USR-RLP,convex-finance,False,8
1108723b-24eb-4232-b6c1-1c3fe50e3eef,Ethereum,YFI-SDYFI,convex-finance,False,507
207aa997-9996-4e69-bd8c-002270ed852d,Ethereum,RSR-WETH,balancer-v2,False,321
93754357-cf9c-49b5-8fcf-7e630efd7a70,Moonbeam,FXS-FRAX,frax,False,719
aa6fd338-b077-4667-bfbc-efa5193d1151,Ethereum,WETH-AVAIL,uniswap-v3,False,15
288fb947-2d71-469b-b05a-63ed8a51c262,Optimism,CRVUSD-OP-CRV,curve-dex,False,200
5c6cd604-6655-4231-8fc4-618f18079411,Solana,SOL-BOOTY,orca,False,411
69519709-c16a-4b4c-a4b7-50309ef9f832,Polygon,USDC-ETH-USDT-MATIC-DAI-WBTC,clipper,False,865
f504ec00-75ab-4e71-b13e-4a7303becebb,Ethereum,KTLYO-WETH,uniswap-v2,False,896
3ae3a1eb-cfb8-4e6f-90c3-5f46a3809f30,Optimism,OP,woofi-earn,False,689
10d222d6-f9a7-46fe-8524-9bc795a98b1b,Osmosis,QOSMO-OSMO,osmosis-dex,False,200
e0616306-7c50-4874-9b7a-7c4d9bdd554d,Ethereum,DUEL-WETH,uniswap-v2,False,284
997497bc-ba09-4e7a-8515-0f12b9793caa,Arbitrum,GM,dolomite,False,221
527abdc2-bffe-4114-be35-9e45bbe57618,Ethereum,USDC,idle,True,826
f2efb76a-36c6-4753-a469-07e5ab66ab08,Optimism,WSTETH-WETH,beefy,False,447
c29fdd40-0898-49bb-b793-626f46da1eac,Base,AERO-USDBC,extra-finance,False,378
34964a2b-aa6b-4801-9a68-4d66eaaaddbb,Ethereum,KSETH-WETH,uniswap-v3,False,123
d0ad4979-526f-4640-980b-2dd8ce50fd5f,Ethereum,FI-WETH,uniswap-v3,False,318
8eabba82-c16e-4909-a8ac-4eb77fe08e6c,Ethereum,SUSDE-GYD,balancer-v2,True,69
f0c4098f-b667-4a4e-8ce0-bc79299a6ad1,Ethereum,WETH-AMPL,sushiswap,False,834
02a18a84-780c-49b4-88d6-c9a889e8e6f6,Arbitrum,WETH-S,sushiswap,False,245
8b5de5fe-6f15-41a8-bc6d-808dd16a931e,Ethereum,KARRAT-WETH,uniswap-v3,False,194
99d35b3b-8c2a-49a2-83ef-3772ae8f2056,Ton,CRDF-TON,ston.fi,False,93
2b02d8c0-f30f-416d-939e-3a9189897f8f,Base,WETH-TN100X,aerodrome-v1,False,231
586f255c-4ace-4be0-a095-5c367f089b38,Ethereum,NOBL-WETH,uniswap-v2,False,218
1d04a22a-a630-4ff9-9304-aa7ee2c6d6f2,Polygon,USDC-GEOD,uniswap-v3,False,259
e533969f-e21d-4c0e-ae67-df0cf9137c53,Ethereum,MSI-WETH,uniswap-v2,False,125
52e1cb71-36b1-4bd9-b90d-a22599e6bf0b,Polygon,WMATIC-RNDR,uniswap-v3,False,243
d1bcbeee-2835-48a4-9e1e-73ef33c14c64,Arbitrum,PENDLE,harvest-finance,False,229
b2b55e4c-df04-4278-a272-cc69842f8c9c,Ethereum,CRVGEARETH-F,yearn-finance,False,635
d97eb8b2-af71-40cb-8fd7-05eb1cafc2f5,Ethereum,PLX-WETH,uniswap-v2,False,244
b94a81d4-a5d5-4cf9-a9a1-5f8fd5a913f3,Ethereum,WETH-DSYNC,uniswap-v3,False,206
dc781ab7-eb0e-4313-aac9-fa1c365f0fdb,Avalanche,USDT-USDC,uniswap-v3,True,372
90a74198-57e9-4105-a604-d739334b69b8,Neo,BNEO-FWBTC,flamingo-finance,False,598
6e902418-24e2-472c-a35d-6629fc622888,Avalanche,CAI-WAVAX,joe-dex,False,774
2a572e92-482f-496e-9269-33700cf6a79d,Ethereum,USDC,interport-finance,True,302
ea6e6e1b-62e3-4a95-842e-460e6d90ff5f,Ethereum,WETH-OSCAR,uniswap-v2,False,25
2f1dd61f-c134-44a6-8bd2-4be835a514fa,Optimism,WETH-TLX,extra-finance,False,152
a505d5dc-c34e-40eb-969f-7ddbf791239b,Arbitrum,AURA-WSTETH-WETH,notional-v3,False,154
7f80c082-8895-4214-a597-1a3fbd491751,Base,IDLE-MARKET-EUSD,morpho-blue,False,87
bc8c743a-42e2-43bc-ba3f-eb0fc223afdb,Avalanche,NYA-WAVAX,uniswap-v3,False,65
48d6558f-0673-44c0-bf1e-51cdbe00f353,Solana,USDT,nx-finance,True,43
2e4ac811-e143-43ca-bfd0-9fc06c81e83f,Optimism,EXA-WETH,velodrome-v2,False,464
84111e49-61ca-4d25-8699-05d90231771d,Polygon,WMATIC-FRAX,frax,False,740
26536872-0af7-423c-9ff5-91c410d2d49c,Solana,WHETH-USDC,orca,False,636
e10315e3-bd08-466f-8fe1-2b5c315ffd16,Ethereum,ZRS-WETH,aura,False,143
f5a02856-0f2d-48b6-b90f-c6cada0d1c53,Ethereum,ORDS-WETH,uniswap-v2,False,298
c8862644-7d1c-4954-a6e8-6ef314d75604,Ethereum,SD-USDC,uniswap-v3,False,604
4b004dca-3c0d-4a3b-94ef-5bec3405d621,Arbitrum,GRAIL,dolomite,False,357
d5a30269-5df1-4e1e-adaa-c6a77de3e3ff,BSC,FIL-WBNB,thena-fusion,False,336
d3d3de5f-dff9-40e1-a641-e457acbfad36,Arbitrum,ARB,woofi-earn,False,585
36836d87-94a7-4057-9c13-288b5014e54d,Ethereum,WETH-UEFN,uniswap-v2,False,298
f34441d6-e9a7-457e-a4e5-77f9d554178c,Cardano,ADA-INDY,minswap,False,119
562c8c09-e4cc-4f7c-b7c6-ad0307761fee,Ethereum,DOGGO-WETH,uniswap-v2,False,46
